"caseid"	"degree"	"satfin"
839	"High School"	"Not At All Sat"
840	"Lt High School"	"More Or Less"
841	"Graduate"	"Satisfied"
842	"Graduate"	"More Or Less"
843	"High School"	"Satisfied"
844	"High School"	"More Or Less"
845	"High School"	"More Or Less"
846	"High School"	"More Or Less"
847	"Bachelor"	"More Or Less"
848	"Graduate"	"Satisfied"
849	"Bachelor"	"Satisfied"
850	"High School"	"Not At All Sat"
851	"Lt High School"	"Not At All Sat"
852	"High School"	"More Or Less"
853	"Lt High School"	"Satisfied"
854	"Lt High School"	"Satisfied"
855	"High School"	"Not At All Sat"
856	"Bachelor"	"Satisfied"
857	"High School"	"Not At All Sat"
858	"High School"	"Satisfied"
859	"Lt High School"	"Satisfied"
860	"High School"	"Satisfied"
861	"High School"	"More Or Less"
863	"Lt High School"	"Satisfied"
864	"Lt High School"	"More Or Less"
865	"Lt High School"	"Satisfied"
866	"High School"	"Not At All Sat"
867	"High School"	"Satisfied"
868	"Bachelor"	"Satisfied"
869	"High School"	"More Or Less"
870	"High School"	"More Or Less"
871	"High School"	"Satisfied"
872	"Lt High School"	"Not At All Sat"
873	"Bachelor"	"Satisfied"
875	"High School"	"Not At All Sat"
876	"High School"	"Not At All Sat"
877	"High School"	"More Or Less"
878	"Lt High School"	"Not At All Sat"
879	"Lt High School"	"Not At All Sat"
880	"Lt High School"	"More Or Less"
881	"Lt High School"	"Not At All Sat"
882	"Lt High School"	"Satisfied"
884	"High School"	"Not At All Sat"
885	"High School"	"Not At All Sat"
886	"Lt High School"	"Satisfied"
887	"High School"	"Satisfied"
888	"High School"	"Not At All Sat"
890	"High School"	"Not At All Sat"
891	"High School"	"More Or Less"
892	"Lt High School"	"Satisfied"
893	"Lt High School"	"Satisfied"
894	"Lt High School"	"Satisfied"
895	"Graduate"	"More Or Less"
896	"High School"	"More Or Less"
897	"Graduate"	"Satisfied"
899	"High School"	"More Or Less"
900	"High School"	"Not At All Sat"
901	"High School"	"More Or Less"
902	"High School"	"More Or Less"
903	"Lt High School"	"More Or Less"
904	"Lt High School"	"More Or Less"
905	"Lt High School"	"More Or Less"
906	"Lt High School"	"Not At All Sat"
907	"High School"	"More Or Less"
908	"High School"	"Not At All Sat"
909	"Bachelor"	"More Or Less"
910	"High School"	"Satisfied"
911	"Lt High School"	"More Or Less"
912	"Lt High School"	"More Or Less"
913	"Lt High School"	"Satisfied"
914	"High School"	"Satisfied"
915	"High School"	"Not At All Sat"
916	"High School"	"Not At All Sat"
917	"High School"	"Not At All Sat"
918	"High School"	"More Or Less"
919	"Lt High School"	"More Or Less"
920	"High School"	"Satisfied"
921	"Lt High School"	"More Or Less"
922	"Graduate"	"Satisfied"
923	"Junior College"	"More Or Less"
924	"Lt High School"	"Satisfied"
925	"Lt High School"	"More Or Less"
927	"High School"	"Satisfied"
928	"High School"	"More Or Less"
929	"Lt High School"	"Satisfied"
930	"Lt High School"	"More Or Less"
931	"Lt High School"	"Not At All Sat"
932	"High School"	"More Or Less"
933	"Lt High School"	"Satisfied"
934	"High School"	"Satisfied"
935	"High School"	"Satisfied"
936	"Lt High School"	"Satisfied"
937	"Lt High School"	"More Or Less"
938	"Lt High School"	"More Or Less"
939	"Lt High School"	"Satisfied"
940	"Lt High School"	"Satisfied"
941	"Lt High School"	"More Or Less"
942	"High School"	"Satisfied"
943	"Lt High School"	"Satisfied"
944	"Lt High School"	"Satisfied"
945	"Lt High School"	"Satisfied"
946	"High School"	"More Or Less"
947	"High School"	"More Or Less"
948	"Bachelor"	"Not At All Sat"
949	"Graduate"	"Satisfied"
950	"High School"	"Satisfied"
951	"High School"	"Satisfied"
952	"High School"	"Not At All Sat"
953	"High School"	"More Or Less"
954	"High School"	"More Or Less"
955	"Lt High School"	"Not At All Sat"
956	"Lt High School"	"More Or Less"
957	"Lt High School"	"Not At All Sat"
958	"Lt High School"	"More Or Less"
959	"Lt High School"	"Satisfied"
960	"High School"	"Satisfied"
961	"High School"	"Satisfied"
962	"High School"	"More Or Less"
963	"Bachelor"	"Satisfied"
964	"Bachelor"	"Satisfied"
965	"Graduate"	"Satisfied"
966	"High School"	"Not At All Sat"
967	"High School"	"Satisfied"
968	"High School"	"Not At All Sat"
969	"Graduate"	"Satisfied"
970	"Graduate"	"More Or Less"
971	"High School"	"Satisfied"
972	"Lt High School"	"Satisfied"
973	"Bachelor"	"Satisfied"
974	"High School"	"Satisfied"
975	"High School"	"More Or Less"
976	"Lt High School"	"Not At All Sat"
977	"Junior College"	"Satisfied"
978	"High School"	"More Or Less"
979	"High School"	"More Or Less"
980	"Lt High School"	"Satisfied"
981	"High School"	"More Or Less"
984	"High School"	"Not At All Sat"
985	"High School"	"More Or Less"
986	"High School"	"More Or Less"
988	"Lt High School"	"More Or Less"
989	"Bachelor"	"Satisfied"
991	"High School"	"More Or Less"
992	"High School"	"More Or Less"
993	"High School"	"More Or Less"
994	"Lt High School"	"Not At All Sat"
995	"Lt High School"	"Not At All Sat"
996	"Lt High School"	"More Or Less"
997	"High School"	"More Or Less"
999	"High School"	"Not At All Sat"
1000	"Lt High School"	"Satisfied"
1001	"Lt High School"	"More Or Less"
1002	"High School"	"More Or Less"
1003	"Lt High School"	"More Or Less"
1004	"High School"	"More Or Less"
1005	"High School"	"Not At All Sat"
1006	"High School"	"Not At All Sat"
1007	"High School"	"Not At All Sat"
1008	"High School"	"Satisfied"
1009	"High School"	"More Or Less"
1010	"High School"	"Satisfied"
1011	"High School"	"More Or Less"
1012	"High School"	"More Or Less"
1013	"High School"	"More Or Less"
1014	"Lt High School"	"Satisfied"
1015	"High School"	"More Or Less"
1016	"High School"	"More Or Less"
1017	"High School"	"Not At All Sat"
1018	"High School"	"More Or Less"
1019	"High School"	"More Or Less"
1020	"High School"	"Not At All Sat"
1021	"Lt High School"	"Not At All Sat"
1022	"Bachelor"	"Satisfied"
1023	"High School"	"Not At All Sat"
1024	"Lt High School"	"More Or Less"
1025	"Lt High School"	"More Or Less"
1026	"High School"	"More Or Less"
1027	"High School"	"Not At All Sat"
1028	"High School"	"More Or Less"
1029	"High School"	"Satisfied"
1030	"High School"	"Satisfied"
1031	"Lt High School"	"Not At All Sat"
1032	"Lt High School"	"More Or Less"
1033	"Lt High School"	"More Or Less"
1034	"Lt High School"	"Satisfied"
1035	"Lt High School"	"Not At All Sat"
1036	"Lt High School"	"Satisfied"
1037	"Lt High School"	"Satisfied"
1038	"High School"	"More Or Less"
1039	"High School"	"Satisfied"
1040	"High School"	"Satisfied"
1041	"High School"	"More Or Less"
1042	"High School"	"Not At All Sat"
1043	"High School"	"More Or Less"
1044	"High School"	"More Or Less"
1045	"High School"	"More Or Less"
1046	"Lt High School"	"Satisfied"
1047	"Lt High School"	"More Or Less"
1048	"High School"	"Not At All Sat"
1049	"High School"	"Satisfied"
1050	"Lt High School"	"More Or Less"
1051	"Lt High School"	"More Or Less"
1052	"Lt High School"	"More Or Less"
1054	"Bachelor"	"Satisfied"
1055	"Bachelor"	"Not At All Sat"
1056	"High School"	"More Or Less"
1057	"High School"	"Satisfied"
1058	"High School"	"More Or Less"
1059	"Bachelor"	"More Or Less"
1060	"Lt High School"	"Satisfied"
1061	"High School"	"More Or Less"
1062	"Bachelor"	"Not At All Sat"
1063	"Lt High School"	"More Or Less"
1064	"High School"	"More Or Less"
1065	"Junior College"	"Satisfied"
1066	"High School"	"More Or Less"
1067	"High School"	"More Or Less"
1068	"High School"	"Not At All Sat"
1069	"Bachelor"	"Satisfied"
1070	"High School"	"More Or Less"
1071	"High School"	"Not At All Sat"
1072	"Lt High School"	"More Or Less"
1073	"High School"	"Satisfied"
1074	"Lt High School"	"More Or Less"
1075	"High School"	"Not At All Sat"
1076	"High School"	"Satisfied"
1077	"High School"	"More Or Less"
1078	"High School"	"More Or Less"
1079	"High School"	"Satisfied"
1080	"High School"	"Satisfied"
1082	"High School"	"More Or Less"
1083	"Graduate"	"Satisfied"
1084	"High School"	"More Or Less"
1085	"Graduate"	"Satisfied"
1086	"Bachelor"	"Not At All Sat"
1087	"High School"	"Not At All Sat"
1088	"Bachelor"	"Satisfied"
1089	"High School"	"Satisfied"
1090	"High School"	"Not At All Sat"
1091	"Bachelor"	"Satisfied"
1092	"Bachelor"	"Satisfied"
1093	"Bachelor"	"More Or Less"
1094	"Graduate"	"Satisfied"
1095	"High School"	"More Or Less"
1096	"Bachelor"	"Satisfied"
1097	"High School"	"Satisfied"
1098	"High School"	"More Or Less"
1099	"High School"	"More Or Less"
1100	"High School"	"Satisfied"
1101	"Lt High School"	"More Or Less"
1102	"Graduate"	"Satisfied"
1103	"High School"	"Satisfied"
1104	"High School"	"Satisfied"
1105	"Lt High School"	"More Or Less"
1106	"High School"	"Not At All Sat"
1107	"High School"	"More Or Less"
1108	"Lt High School"	"More Or Less"
1109	"High School"	"Not At All Sat"
1110	"High School"	"More Or Less"
1111	"Lt High School"	"More Or Less"
1112	"High School"	"Not At All Sat"
1113	"High School"	"Not At All Sat"
1114	"High School"	"Not At All Sat"
1115	"Lt High School"	"Not At All Sat"
1116	"Lt High School"	"Satisfied"
1117	"High School"	"Satisfied"
1118	"Lt High School"	"Not At All Sat"
1119	"Lt High School"	"Satisfied"
1120	"Lt High School"	"More Or Less"
1121	"High School"	"More Or Less"
1122	"Lt High School"	"Satisfied"
1123	"Lt High School"	"More Or Less"
1124	"Lt High School"	"More Or Less"
1125	"Lt High School"	"Satisfied"
1126	"Bachelor"	"More Or Less"
1127	"High School"	"Satisfied"
1128	"High School"	"More Or Less"
1129	"Lt High School"	"Satisfied"
1130	"High School"	"Not At All Sat"
1131	"High School"	"More Or Less"
1132	"High School"	"Not At All Sat"
1133	"Lt High School"	"More Or Less"
1134	"Bachelor"	"More Or Less"
1135	"High School"	"Not At All Sat"
1136	"High School"	"More Or Less"
1137	"Junior College"	"Satisfied"
1138	"High School"	"More Or Less"
1139	"High School"	"More Or Less"
1140	"High School"	"More Or Less"
1141	"Bachelor"	"More Or Less"
1142	"High School"	"More Or Less"
1143	"High School"	"Satisfied"
1144	"High School"	"Satisfied"
1145	"Lt High School"	"Not At All Sat"
1146	"High School"	"More Or Less"
1147	"High School"	"Satisfied"
1148	"High School"	"More Or Less"
1149	"Junior College"	"More Or Less"
1150	"High School"	"More Or Less"
1151	"High School"	"Satisfied"
1152	"Bachelor"	"Satisfied"
1153	"Lt High School"	"Satisfied"
1154	"High School"	"More Or Less"
1155	"Bachelor"	"More Or Less"
1156	"Bachelor"	"Satisfied"
1157	"Lt High School"	"More Or Less"
1158	"Bachelor"	"More Or Less"
1159	"High School"	"More Or Less"
1160	"Bachelor"	"Not At All Sat"
1161	"High School"	"More Or Less"
1162	"Bachelor"	"More Or Less"
1163	"High School"	"More Or Less"
1164	"Bachelor"	"Satisfied"
1165	"Lt High School"	"Satisfied"
1166	"Lt High School"	"Satisfied"
1167	"Lt High School"	"More Or Less"
1168	"Lt High School"	"More Or Less"
1169	"Lt High School"	"Not At All Sat"
1171	"Lt High School"	"More Or Less"
1173	"High School"	"Satisfied"
1174	"High School"	"More Or Less"
1175	"High School"	"Satisfied"
1176	"High School"	"More Or Less"
1177	"High School"	"More Or Less"
1178	"Bachelor"	"More Or Less"
1179	"Lt High School"	"More Or Less"
1180	"Lt High School"	"Satisfied"
1181	"Lt High School"	"Satisfied"
1182	"Lt High School"	"Not At All Sat"
1184	"Lt High School"	"Not At All Sat"
1185	"Lt High School"	"More Or Less"
1186	"Lt High School"	"More Or Less"
1187	"Lt High School"	"More Or Less"
1189	"Lt High School"	"More Or Less"
1190	"Lt High School"	"Not At All Sat"
1191	"High School"	"Not At All Sat"
1192	"Lt High School"	"Not At All Sat"
1193	"Lt High School"	"Not At All Sat"
1194	"Bachelor"	"Satisfied"
1195	"Lt High School"	"More Or Less"
1196	"Lt High School"	"More Or Less"
1197	"Bachelor"	"Not At All Sat"
1198	"Lt High School"	"More Or Less"
1199	"High School"	"More Or Less"
1200	"Lt High School"	"More Or Less"
1201	"Lt High School"	"Satisfied"
1202	"Bachelor"	"Satisfied"
1203	"High School"	"Satisfied"
1204	"High School"	"Not At All Sat"
1205	"Lt High School"	"More Or Less"
1206	"Lt High School"	"More Or Less"
1207	"High School"	"Satisfied"
1208	"Lt High School"	"More Or Less"
1209	"Lt High School"	"Satisfied"
1210	"Lt High School"	"Satisfied"
1212	"Lt High School"	"Not At All Sat"
1213	"High School"	"More Or Less"
1214	"Lt High School"	"Not At All Sat"
1215	"Lt High School"	"Satisfied"
1216	"High School"	"Satisfied"
1217	"Lt High School"	"More Or Less"
1218	"Lt High School"	"More Or Less"
1219	"High School"	"More Or Less"
1220	"High School"	"Satisfied"
1221	"Bachelor"	"Not At All Sat"
1222	"Lt High School"	"More Or Less"
1223	"High School"	"Satisfied"
1224	"Junior College"	"Satisfied"
1225	"Lt High School"	"Satisfied"
1226	"High School"	"More Or Less"
1227	"High School"	"Not At All Sat"
1228	"Lt High School"	"More Or Less"
1229	"Lt High School"	"More Or Less"
1230	"Lt High School"	"More Or Less"
1231	"Lt High School"	"Not At All Sat"
1232	"Lt High School"	"Satisfied"
1233	"High School"	"More Or Less"
1234	"High School"	"More Or Less"
1235	"High School"	"More Or Less"
1236	"High School"	"Satisfied"
1237	"Graduate"	"More Or Less"
1238	"Junior College"	"More Or Less"
1239	"Lt High School"	"Satisfied"
1240	"High School"	"Satisfied"
1241	"High School"	"Satisfied"
1242	"High School"	"Satisfied"
1244	"Lt High School"	"More Or Less"
1245	"Lt High School"	"Not At All Sat"
1246	"Lt High School"	"More Or Less"
1247	"Lt High School"	"More Or Less"
1248	"High School"	"Satisfied"
1249	"High School"	"Satisfied"
1250	"Bachelor"	"More Or Less"
1251	"High School"	"More Or Less"
1252	"High School"	"More Or Less"
1253	"High School"	"More Or Less"
1254	"High School"	"Satisfied"
1255	"Bachelor"	"More Or Less"
1256	"High School"	"More Or Less"
1257	"Bachelor"	"More Or Less"
1258	"Lt High School"	"Satisfied"
1259	"Lt High School"	"Not At All Sat"
1260	"Lt High School"	"Not At All Sat"
1261	"Lt High School"	"Satisfied"
1262	"Lt High School"	"More Or Less"
1263	"Lt High School"	"More Or Less"
1265	"High School"	"Not At All Sat"
1266	"Lt High School"	"More Or Less"
1267	"High School"	"Not At All Sat"
1268	"High School"	"Not At All Sat"
1269	"High School"	"More Or Less"
1270	"Lt High School"	"More Or Less"
1271	"Lt High School"	"Satisfied"
1272	"High School"	"More Or Less"
1273	"High School"	"Satisfied"
1274	"High School"	"Satisfied"
1275	"High School"	"Not At All Sat"
1276	"Lt High School"	"Satisfied"
1277	"High School"	"Satisfied"
1278	"High School"	"Satisfied"
1279	"High School"	"More Or Less"
1280	"High School"	"More Or Less"
1281	"Lt High School"	"More Or Less"
1282	"Lt High School"	"More Or Less"
1283	"High School"	"Satisfied"
1286	"Junior College"	"Not At All Sat"
1287	"High School"	"Not At All Sat"
1288	"High School"	"More Or Less"
1289	"Lt High School"	"More Or Less"
1290	"Bachelor"	"Satisfied"
1291	"Junior College"	"More Or Less"
1292	"High School"	"More Or Less"
1293	"High School"	"More Or Less"
1294	"High School"	"Not At All Sat"
1295	"High School"	"Not At All Sat"
1297	"High School"	"More Or Less"
1298	"High School"	"Satisfied"
1299	"Lt High School"	"More Or Less"
1300	"High School"	"More Or Less"
1301	"High School"	"More Or Less"
1302	"Bachelor"	"More Or Less"
1303	"High School"	"Not At All Sat"
1304	"High School"	"More Or Less"
1305	"High School"	"More Or Less"
1306	"High School"	"More Or Less"
1307	"Bachelor"	"Satisfied"
1308	"Junior College"	"Not At All Sat"
1309	"Lt High School"	"Satisfied"
1310	"High School"	"Not At All Sat"
1311	"High School"	"More Or Less"
1312	"High School"	"More Or Less"
1313	"Lt High School"	"Satisfied"
1314	"High School"	"Not At All Sat"
1315	"Lt High School"	"More Or Less"
1316	"Lt High School"	"More Or Less"
1317	"Lt High School"	"Satisfied"
1318	"Lt High School"	"Not At All Sat"
1320	"High School"	"More Or Less"
1321	"Lt High School"	"More Or Less"
1322	"Lt High School"	"More Or Less"
1323	"High School"	"Satisfied"
1324	"High School"	"Satisfied"
1325	"High School"	"More Or Less"
1326	"High School"	"Satisfied"
1327	"Lt High School"	"More Or Less"
1328	"High School"	"More Or Less"
1329	"Lt High School"	"Not At All Sat"
1330	"Lt High School"	"Not At All Sat"
1331	"Lt High School"	"Not At All Sat"
1333	"Lt High School"	"More Or Less"
1334	"Lt High School"	"Not At All Sat"
1335	"Lt High School"	"Not At All Sat"
1336	"Lt High School"	"More Or Less"
1337	"Lt High School"	"Not At All Sat"
1338	"High School"	"More Or Less"
1339	"Lt High School"	"Satisfied"
1340	"Lt High School"	"Satisfied"
1341	"Lt High School"	"Not At All Sat"
1342	"Lt High School"	"More Or Less"
1344	"Lt High School"	"Satisfied"
1345	"Lt High School"	"More Or Less"
1346	"High School"	"Satisfied"
1347	"High School"	"More Or Less"
1348	"Lt High School"	"More Or Less"
1349	"Lt High School"	"Not At All Sat"
1350	"High School"	"More Or Less"
1351	"Lt High School"	"More Or Less"
1352	"High School"	"More Or Less"
1354	"Lt High School"	"Satisfied"
1355	"High School"	"Satisfied"
1356	"High School"	"Not At All Sat"
1357	"High School"	"Not At All Sat"
1358	"High School"	"More Or Less"
1359	"Lt High School"	"More Or Less"
1360	"High School"	"More Or Less"
1361	"High School"	"More Or Less"
1362	"High School"	"Not At All Sat"
1363	"Lt High School"	"More Or Less"
1364	"Lt High School"	"More Or Less"
1365	"High School"	"More Or Less"
1366	"High School"	"Satisfied"
1367	"High School"	"Satisfied"
1368	"High School"	"More Or Less"
1369	"Graduate"	"More Or Less"
1370	"High School"	"Satisfied"
1371	"High School"	"More Or Less"
1372	"High School"	"Satisfied"
1373	"High School"	"More Or Less"
1374	"High School"	"Not At All Sat"
1376	"Graduate"	"More Or Less"
1377	"Bachelor"	"Satisfied"
1378	"High School"	"More Or Less"
1379	"High School"	"Satisfied"
1380	"High School"	"More Or Less"
1381	"High School"	"More Or Less"
1382	"High School"	"Not At All Sat"
1384	"High School"	"More Or Less"
1385	"High School"	"Satisfied"
1386	"High School"	"Satisfied"
1387	"High School"	"Satisfied"
1388	"Graduate"	"More Or Less"
1389	"High School"	"More Or Less"
1390	"High School"	"Not At All Sat"
1391	"High School"	"Satisfied"
1392	"High School"	"More Or Less"
1393	"Graduate"	"More Or Less"
1394	"Graduate"	"More Or Less"
1395	"Graduate"	"More Or Less"
1396	"High School"	"More Or Less"
1397	"Lt High School"	"More Or Less"
1398	"Lt High School"	"More Or Less"
1399	"High School"	"Satisfied"
1400	"Lt High School"	"More Or Less"
1401	"High School"	"More Or Less"
1402	"Lt High School"	"Satisfied"
1403	"High School"	"Not At All Sat"
1404	"High School"	"More Or Less"
1405	"Lt High School"	"More Or Less"
